name,district,latitude,longitude,proj_area,nbr_buildings,nbr_floors,units,hospital,price_sqm,id,bld_age,dist_shop_1,dist_shop_2,dist_shop_3,dist_shop_4,dist_shop_5,dist_school_1,dist_school_2,dist_school_3,dist_school_4,dist_school_5,dist_food_1,dist_food_2,dist_food_3,dist_food_4,dist_food_5,Elevator,Parking,Security,CCTV,Pool,Sauna,Gym,Garden,Playground,Shop,Restaurant,Wifi,tran_type1,tran_type2,tran_type3,tran_type4,tran_type5,tran_name1,tran_name2,tran_name3,tran_name4,tran_name5,dist_tran_1,dist_tran_2,dist_tran_3,dist_tran_4,dist_tran_5
The Tree Interchange,Bang Sue,13.806403099999999,100.5251007,10220,2,40,1123.0,0.28,94227,173,5,0.11,0.73,0.76,2.5,3.2,0.47,0.63,0.74,0.99,1.2,0.11,0.11,0.11,0.16,0.26,1,1,1,1,1,0,1,1,0,0,0,1,Yan Phahon Yothin Toll Plaza,Bang Sue,Kamphaeng Phet,Khlong Prapa 1 Toll Plaza,Saphan Khwai,Yan Phahon Yothin Toll Plaza,Bang Sue,Kamphaeng Phet,Khlong Prapa 1 Toll Plaza,Saphan Khwai,2.8,3.1,3.3,3.6,4.2
The Tree Privata,Bang Sue,13.8009771,100.5213562,10236,8,5,392.0,0.88,96861,174,4,0.88,1.5,1.7,2.2,2.3,0.28,0.51,0.53,0.83,0.85,0.14,0.19,0.54,0.71,0.81,1,1,1,1,1,0,1,0,0,0,0,1,Khlong Prapa 1 Toll Plaza,Yan Phahon Yothin Toll Plaza,Bang Sue,Kamphaeng Phet,Khlong Prapa 2 Toll Plaza,Khlong Prapa 1 Toll Plaza,Yan Phahon Yothin Toll Plaza,Bang Sue,Kamphaeng Phet,Khlong Prapa 2 Toll Plaza,2.8,3.0,3.2,3.4,3.7
U Delight 2 @ Bang Sue Station,Bang Sue,13.8190008,100.53629620000001,4928,1,30,645.0,1.6,75238,175,7,1.6,1.6,1.6,1.6,1.6,0.53,0.53,0.53,0.82,0.82,0.51,0.51,0.51,0.64,0.64,1,1,1,1,1,1,1,1,0,0,0,0,Ratchadaphisek Toll Plaza,Ratchadaphisek Toll Plaza,Ratchadaphisek Toll Plaza,Prachachuen 1 Toll Plaza,Prachachuen 1 Toll Plaza,Ratchadaphisek Toll Plaza,Ratchadaphisek Toll Plaza,Ratchadaphisek Toll Plaza,Prachachuen 1 Toll Plaza,Prachachuen 1 Toll Plaza,1.7,1.7,1.7,2.3,2.3
U Delight 3 Prachachuen - Bang Sue,Bang Sue,13.8250825,100.53771540000001,8372,1,23,745.0,0.93,77049,176,6,0.93,1.6,2.1,2.4,2.8,0.25,0.32,0.4,1.3,2.0,0.67,0.97,0.97,1.1,101.0,1,1,1,1,1,1,1,1,0,0,0,0,Ratchadaphisek Toll Plaza,Prachachuen 1 Toll Plaza,Prachachuen Toll Plaza-Outbound,Bang Sue,Phahon Yothin,Ratchadaphisek Toll Plaza,Prachachuen 1 Toll Plaza,Prachachuen Toll Plaza-Outbound,Bang Sue,Phahon Yothin,1.0,1.6,1.6,3.0,5.1
U Delight @ Bang Sue Station,Bang Sue,13.8118339,100.5346262,5844,1,25,622.0,1.8,79442,177,9,0.7,0.7,0.7,0.7,0.89,0.52,0.52,0.52,0.52,1.1,0.55,0.55,0.55,0.55,0.79,1,1,1,1,1,1,1,1,1,1,0,0,Bang Sue,Bang Sue,Bang Sue,Bang Sue,Ratchadaphisek Toll Plaza,Bang Sue,Bang Sue,Bang Sue,Bang Sue,Ratchadaphisek Toll Plaza,1.6,1.6,1.6,1.6,2.6
Bangkhunnon Rimnam,Bangkok Noi,13.776791500000002,100.4588859,12080,2,9,402.0,3.7,16034,178,23,2.8,4.8,4.8,4.8,6.4,1.5,2.5,2.7,3.2,4.1,1.4,1.4,1.6,1.9,2.4,1,1,1,1,1,0,0,0,0,1,0,0,Bang Wa,Pho Nimit,Wutthakat,Yommarat Toll Plaza,Hua Lamphong Toll Plaza,Bang Wa,Pho Nimit,Wutthakat,Yommarat Toll Plaza,Hua Lamphong Toll Plaza,8.9,9.0,9.4,9.4,9.8
Bangkok Noi Waterside,Bangkok Noi,13.773017900000001,100.4704338,6405,2,8,319.0,2.4,33422,179,15,2.2,3.0,3.5,3.5,3.5,0.77,1.2,1.2,1.2,2.8,0.46,0.65,0.7,0.72,0.88,1,1,1,1,1,0,0,0,0,0,0,0,Wong Wian Yai,Yommarat Toll Plaza,Hua Lamphong Toll Plaza,Uruphong Toll Plaza,Bang Wa,Wong Wian Yai,Yommarat Toll Plaza,Hua Lamphong Toll Plaza,Uruphong Toll Plaza,Bang Wa,7.5,7.9,8.1,8.3,9.1
D Condo Charansanitwong,Bangkok Noi,13.770520999999999,100.469714,8652,2,8,445.0,2.0,84000,180,7,1.9,2.6,3.1,3.1,3.1,0.37,0.71,0.8,0.84,0.96,0.26,0.27,0.49,0.5,0.52,1,1,1,1,1,0,1,1,0,0,0,1,Wong Wian Yai,Yommarat Toll Plaza,Hua Lamphong Toll Plaza,Uruphong Toll Plaza,Bang Wa,Wong Wian Yai,Yommarat Toll Plaza,Hua Lamphong Toll Plaza,Uruphong Toll Plaza,Bang Wa,7.1,7.5,7.7,7.9,8.7
Pinklao Condominium,Bangkok Noi,13.7806113,100.4738895,11329,1,13,90.0,0.36,57122,181,35,1.6,1.6,1.6,1.7,2.7,0.25,0.96,1.4,1.9,2.3,0.69,0.74,0.87,1.3,1.3,1,1,1,1,1,0,1,0,0,0,0,0,Yommarat Toll Plaza,Uruphong Toll Plaza,Hua Lamphong,Khlong Prapa 2 Toll Plaza,Pho Nimit,Yommarat Toll Plaza,Uruphong Toll Plaza,Hua Lamphong,Khlong Prapa 2 Toll Plaza,Pho Nimit,7.6,8.0,8.3,9.0,10.0
Pracha Ruamjai Condo Town,Bangkok Noi,13.747076000000002,100.462533,10051,2,8,309.0,1.7,109512,182,22,1.5,1.5,1.8,2.1,2.4,1.1,2.0,2.2,2.3,3.2,1.0,1.1,1.7,1.8,12.0,0,1,0,1,1,0,1,0,0,1,0,0,Talat Phlu,Wutthakat,Hua Lamphong Toll Plaza,Surawong Toll Plaza,Saphan Sawang Toll Plaza,Talat Phlu,Wutthakat,Hua Lamphong Toll Plaza,Surawong Toll Plaza,Saphan Sawang Toll Plaza,5.0,6.3,7.3,7.7,7.9
The Trust Residence Pinklao,Bangkok Noi,13.7859628,100.46991009999999,10552,1,30,1399.0,0.5,72659,183,7,1.0,1.0,1.0,1.2,1.2,0.58,0.58,0.58,0.65,0.65,0.21,0.21,0.21,0.24,0.24,1,1,1,1,1,0,1,1,0,1,0,1,Yommarat Toll Plaza,Yommarat Toll Plaza,Yommarat Toll Plaza,Uruphong Toll Plaza,Uruphong Toll Plaza,Yommarat Toll Plaza,Yommarat Toll Plaza,Yommarat Toll Plaza,Uruphong Toll Plaza,Uruphong Toll Plaza,7.2,7.2,7.2,7.6,7.6
dBURA Pran Nok,Bangkok Noi,13.756735,100.47754599999999,5188,2,13,416.0,0.6,101325,184,5,0.43,0.58,1.1,1.1,1.4,0.15,0.55,0.65,0.73,0.81,0.084,0.1,0.37,0.39,0.43,1,1,1,1,1,0,1,1,1,0,0,0,Wong Wian Yai,Yommarat Toll Plaza,Hua Lamphong Toll Plaza,Uruphong Toll Plaza,Bang Wa,Wong Wian Yai,Yommarat Toll Plaza,Hua Lamphong Toll Plaza,Uruphong Toll Plaza,Bang Wa,5.0,5.2,5.7,5.7,8.5
City Home Tha-Phra Intersection,Bangkok Yai,13.72869,100.473954,5120,1,23,610.0,1.4,62500,185,9,1.2,1.6,1.9,2.0,2.1,0.14,0.18,0.47,0.68,0.7,0.004,0.53,0.68,12.0,1.4,1,1,1,1,1,0,1,1,0,1,0,0,Talat Phlu,Wutthakat,Surawong Toll Plaza,Hua Lamphong Toll Plaza,Saphan Sawang Toll Plaza,Talat Phlu,Wutthakat,Surawong Toll Plaza,Hua Lamphong Toll Plaza,Saphan Sawang Toll Plaza,1.8,3.2,5.3,5.7,6.0
Baan Eua Arthorn Buengkum,Bueng Kum,13.787311800000001,100.67002120000001,25651,18,5,788.0,1.4,16124,186,9,0.39,1.5,0.1,2.2,2.3,0.39,0.55,2.0,1.1,1.8,0.003,0.002,0.39,0.39,0.52,0,1,1,1,0,0,0,0,0,1,0,0,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,Ram Inthra Toll Plaza 1,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,Ram Inthra Toll Plaza 1,4.2,4.4,6.0,6.2,6.2
Baan Navatara,Bueng Kum,13.8253451,100.6301789,19124,6,8,1019.0,3.9,69697,187,9,0.39,0.95,0.95,2.3,2.3,1.6,1.6,1.9,2.1,2.5,0.48,0.6,0.69,0.9,0.98,1,1,1,1,1,1,1,0,0,1,1,0,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Ram Inthra Toll Plaza 1,Lat Phrao,Ratchadaphisek,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Ram Inthra Toll Plaza 1,Lat Phrao,Ratchadaphisek,1.3,1.7,4.4,8.2,8.7
I CONDO Sukhapiban 2,Bueng Kum,13.783051,100.671011,16016,5,8,867.0,3.0,55484,188,6,0.1,1.5,1.5,1.9,3.0,0.72,0.78,0.9,1.1,1.4,0.11,0.76,0.85,1.2,1.2,1,1,1,1,1,0,1,1,0,0,0,1,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,Yothin Phatthana Toll Plaza,Sutthisan,Huai Khwang,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,Yothin Phatthana Toll Plaza,Sutthisan,Huai Khwang,5.2,5.4,10.0,13.0,13.0
Incio,Bueng Kum,13.776670999999999,100.662234,9804,5,8,238.0,3.0,54171,189,5,0.1,2.5,2.6,2.9,3.0,0.59,0.61,0.7,0.8,0.94,1.1,2.0,2.0,3.0,3.0,1,1,1,1,1,0,1,0,0,1,0,0,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,Lat Phrao Toll Plaza,Sutthisan,Huai Khwang,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,Lat Phrao Toll Plaza,Sutthisan,Huai Khwang,6.3,6.5,7.6,11.0,12.0
Lumpini Condo Town Nida - Serithai,Bueng Kum,13.775785999999998,100.658302,10400,4,8,593.0,3.0,57242,190,7,1.5,2.1,2.7,0.1,2.9,0.37,0.57,0.7,0.93,0.97,0.8,1.1,1.3,2.0,1.5,1,1,1,1,0,0,1,0,1,1,0,1,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,Lat Phrao Toll Plaza,Sutthisan,Huai Khwang,Thap Chang Toll Plaza-Inbound,Thap Chang Toll Plaza-Outbound,Lat Phrao Toll Plaza,Sutthisan,Huai Khwang,6.7,6.9,7.3,11.0,11.0
Lumpini Park Nawamin-Sriburapha,Bueng Kum,13.7938872,100.6519342,24000,7,15,1831.0,0.53,79491,191,3,2.2,2.2,2.2,2.4,2.4,1.3,1.3,1.3,1.5,1.5,0.59,0.59,0.59,0.6,0.6,1,1,1,1,1,0,1,1,0,1,0,0,Sutthisan,Sutthisan,Sutthisan,Ratchadaphisek,Ratchadaphisek,Sutthisan,Sutthisan,Sutthisan,Ratchadaphisek,Ratchadaphisek,1.4,1.4,1.4,1.8,1.8
Plum Condo Nawamin,Bueng Kum,13.8238813,100.65849920000001,7552,3,8,711.0,0.52,48333,192,6,1.0,1.5,2.0,2.6,4.1,1.0,1.8,2.0,2.5,2.5,0.001,0.31,0.31,0.52,0.55,1,1,1,1,0,0,1,1,0,1,0,0,Ram Inthra Toll Plaza,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza 1,Lat Phrao,Ratchadaphisek,Ram Inthra Toll Plaza,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza 1,Lat Phrao,Ratchadaphisek,4.4,4.5,5.4,12.0,12.0
SPN Residence,Bueng Kum,13.7988781,100.6435063,2619,1,5,63.0,3.3,20295,193,13,0.32,1.4,2.6,3.5,4.0,0.62,0.83,0.98,1.2,1.2,0.61,0.81,0.81,0.83,0.97,1,1,1,1,1,0,1,0,0,1,0,0,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao Toll Plaza,Sutthisan,Ratchadaphisek,Yothin Phatthana Toll Plaza,Ram Inthra Toll Plaza,Lat Phrao Toll Plaza,Sutthisan,Ratchadaphisek,4.6,5.2,5.6,11.0,11.0
624 Condolette Ratchada 36,Chatuchak,13.822003699999998,100.5767084,7296,3,8,486.0,2.3,64649,194,6,1.4,1.4,1.9,1.9,2.2,0.7,0.82,1.0,1.1,1.5,0.75,0.78,0.79,0.8,0.82,1,1,1,1,0,0,1,1,0,0,0,0,Lat Phrao,Ratchadaphisek,Lat Phrao Toll Plaza-Inbound,Phahon Yothin,Lat Phrao Toll Plaza-Outbound,Lat Phrao,Ratchadaphisek,Lat Phrao Toll Plaza-Inbound,Phahon Yothin,Lat Phrao Toll Plaza-Outbound,2.3,2.7,2.9,2.9,3.0
Ables Ladprao 27,Chatuchak,13.8044891,100.5783568,976,2,8,154.0,2.5,78559,195,8,0.78,0.78,4.0,4.0,2.2,0.87,0.87,0.98,0.98,1.3,0.45,0.45,0.48,0.48,0.55,1,1,1,1,1,0,1,0,1,0,0,1,Lat Phrao,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Ratchadaphisek,Lat Phrao,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Ratchadaphisek,0.83,0.83,1.2,1.2,1.3
Abstracts Phahonyothin Park,Chatuchak,13.818451800000002,100.5632192,33600,3,34,3036.0,2.7,106897,196,7,0.93,1.1,1.2,1.3,1.3,1.4,1.4,1.4,1.5,1.6,0.76,0.95,1.2,1.2,1.3,1,1,1,1,1,1,1,1,1,0,0,1,Phahon Yothin,Lat Phrao Toll Plaza-Inbound,Lat Phrao Toll Plaza-Outbound,Lat Phrao,Chatuchak Park,Phahon Yothin,Lat Phrao Toll Plaza-Inbound,Lat Phrao Toll Plaza-Outbound,Lat Phrao,Chatuchak Park,1.2,1.5,1.5,1.8,2.5
Astra Condominium,Chatuchak,13.817282,100.577895,852,1,8,56.0,3.0,63958,197,8,1.7,1.7,1.8,2.0,2.0,0.26,0.52,0.52,0.55,1.5,0.3,0.42,0.47,0.58,0.63,0,0,0,1,0,0,1,0,0,1,0,1,Lat Phrao,Ratchadaphisek,Phahon Yothin,Lat Phrao Toll Plaza-Inbound,Lat Phrao Toll Plaza-Outbound,Lat Phrao,Ratchadaphisek,Phahon Yothin,Lat Phrao Toll Plaza-Inbound,Lat Phrao Toll Plaza-Outbound,1.8,2.2,3.0,3.3,3.8
BTS Residence,Chatuchak,13.795992000000002,100.558595,4889,1,25,302.0,1.3,70695,198,6,0.44,1.3,1.3,1.8,2.1,0.64,1.7,1.8,1.8,1.8,0.52,0.57,0.69,0.71,0.75,1,1,1,1,1,1,1,0,0,0,0,0,Sutthisan Toll Plaza,Saphan Khwai,Mo Chit,Chatuchak Park,Yan Phahon Yothin Toll Plaza,Sutthisan Toll Plaza,Saphan Khwai,Mo Chit,Chatuchak Park,Yan Phahon Yothin Toll Plaza,0.61,1.7,1.7,1.8,2.8
Baan Phrayapirom-Ratchada,Chatuchak,13.8208115,100.58714559999999,16661,5,8,1087.0,4.0,16315,199,22,1.1,1.2,1.9,2.4,2.4,0.93,1.2,1.2,1.4,1.7,0.27,0.41,0.42,0.62,0.65,1,1,1,1,0,0,0,0,0,1,0,1,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Lat Phrao Toll Plaza-Inbound,Ratchadaphisek 2 Toll Plaza,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Lat Phrao Toll Plaza-Inbound,Ratchadaphisek 2 Toll Plaza,3.1,3.5,3.6,4.1,4.3
Baan Ratchayothin,Chatuchak,13.8266614,100.581428,7452,1,10,223.0,2.3,27779,200,25,1.7,2.1,2.1,2.3,2.4,1.2,1.2,1.3,1.4,1.6,0.36,0.45,0.47,0.86,0.87,1,1,1,1,1,0,1,0,0,1,0,1,Lat Phrao,Lat Phrao Toll Plaza-Inbound,Ratchadaphisek 1 Toll Plaza,Phahon Yothin,Ratchadaphisek 2 Toll Plaza,Lat Phrao,Lat Phrao Toll Plaza-Inbound,Ratchadaphisek 1 Toll Plaza,Phahon Yothin,Ratchadaphisek 2 Toll Plaza,3.2,3.4,3.4,3.4,3.5
Baan Suan Ratchada,Chatuchak,13.821421599999999,100.58081390000001,6601,5,7,98.0,2.9,42870,201,25,1.6,1.6,1.9,1.9,2.4,0.52,0.58,0.67,1.3,1.4,0.18,0.24,0.29,0.33,0.34,1,1,1,1,1,0,0,0,0,1,0,1,Lat Phrao,Ratchadaphisek,Phahon Yothin,Lat Phrao Toll Plaza-Inbound,Ratchadaphisek 2 Toll Plaza,Lat Phrao,Ratchadaphisek,Phahon Yothin,Lat Phrao Toll Plaza-Inbound,Ratchadaphisek 2 Toll Plaza,2.5,3.0,3.3,3.3,3.5
Baan Vipavee,Chatuchak,13.795141699999999,100.56495759999999,6759,1,8,140.0,1.5,36295,202,20,1.2,1.2,1.3,1.8,1.9,1.2,1.2,1.4,1.5,1.5,0.19,0.25,0.4,0.41,0.41,1,1,1,1,1,0,1,0,1,1,1,1,Sutthisan Toll Plaza,Ratchadaphisek,Ratchadaphisek,Sutthisan,Din Daeng 1 Toll Plaza Don Mueang Toll Way,Sutthisan Toll Plaza,Ratchadaphisek,Ratchadaphisek,Sutthisan,Din Daeng 1 Toll Plaza Don Mueang Toll Way,1.1,1.4,1.4,2.5,2.9
Bangkok Feliz Major Ratchayothin,Chatuchak,13.829386999999999,100.57015,1488,1,8,79.0,0.92,90412,203,10,0.44,0.44,0.47,0.51,0.76,0.14,0.2,0.59,0.82,0.83,0.061,0.14,0.2,0.2,0.2,1,1,1,1,1,0,1,1,0,0,0,1,Ratchadaphisek 1 Toll Plaza,Lat Phrao Toll Plaza-Inbound,Phahon Yothin,Ratchadaphisek 2 Toll Plaza,Chatuchak Park,Ratchadaphisek 1 Toll Plaza,Lat Phrao Toll Plaza-Inbound,Phahon Yothin,Ratchadaphisek 2 Toll Plaza,Chatuchak Park,2.0,2.0,2.1,2.1,3.4
Bangkok Feliz Vibhavadi 30,Chatuchak,13.823053,100.563052,1596,1,8,154.0,3.3,105329,204,6,1.5,1.5,1.6,2.0,2.3,0.47,0.47,0.003,0.92,1.2,0.29,0.31,0.37,1.1,1.4,1,1,1,1,1,0,0,1,0,0,0,0,Lat Phrao Toll Plaza-Inbound,Lat Phrao Toll Plaza-Outbound,Phahon Yothin,Ratchadaphisek 2 Toll Plaza,Chatuchak Park,Lat Phrao Toll Plaza-Inbound,Lat Phrao Toll Plaza-Outbound,Phahon Yothin,Ratchadaphisek 2 Toll Plaza,Chatuchak Park,1.3,1.4,1.8,2.0,3.1
Benjasri Vibhavadi,Chatuchak,13.8464973,100.563138,11004,1,20,273.0,1.8,42768,205,26,1.9,2.4,2.7,3.5,3.7,0.76,1.4,1.4,1.6,1.8,0.12,1.4,1.8,2.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,Bang Khen Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 2 Toll Plaza,Phahon Yothin,Chatuchak Park,Bang Khen Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 2 Toll Plaza,Phahon Yothin,Chatuchak Park,0.82,2.0,2.0,4.4,5.6
Bridge Phaholyothin 37,Chatuchak,13.8328,100.569919,6000,2,8,308.0,0.62,95144,206,11,0.11,0.19,0.44,0.56,0.86,0.23,0.25,0.48,0.54,0.55,0.083,0.096,0.18,0.2,0.3,1,1,1,1,1,0,1,0,1,1,0,1,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 2 Toll Plaza,Phahon Yothin,Bang Khen Toll Plaza,Chatuchak Park,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 2 Toll Plaza,Phahon Yothin,Bang Khen Toll Plaza,Chatuchak Park,2.3,2.4,2.5,3.5,3.8
C Place Ladprao 18,Chatuchak,13.802864999999999,100.57015200000001,1280,1,8,54.0,2.3,69000,207,13,1.2,1.3,1.3,1.4,1.7,0.24,0.37,0.98,1.1,1.4,0.018,0.76,0.81,0.83,0.98,1,1,1,1,1,0,1,1,0,0,0,1,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Sutthisan Toll Plaza,Lat Phrao Toll Plaza-Inbound,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Sutthisan Toll Plaza,Lat Phrao Toll Plaza-Inbound,0.7,0.94,1.0,2.0,2.4
Century Park,Chatuchak,13.806501,100.565842,19836,1,8,223.5,2.9,40843,208,24,0.66,1.3,1.3,1.5,1.7,0.7,1.3,1.3,1.4,1.8,0.67,0.69,0.85,0.92,0.92,1,1,1,1,1,0,0,0,0,1,0,1,Lat Phrao,Phahon Yothin,Sutthisan Toll Plaza,Lat Phrao Toll Plaza-Outbound,Lat Phrao Toll Plaza-Inbound,Lat Phrao,Phahon Yothin,Sutthisan Toll Plaza,Lat Phrao Toll Plaza-Outbound,Lat Phrao Toll Plaza-Inbound,1.5,1.8,2.0,2.0,2.3
Chapter One The Campus Kaset,Chatuchak,13.838473800000001,100.5747426,126400,7,8,678.0,2.0,119090,209,4,1.1,1.1,1.1,2.1,2.1,1.3,1.3,1.3,1.4,1.4,0.65,0.65,0.65,0.97,0.97,1,1,1,1,1,0,1,1,0,0,0,0,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 2 Toll Plaza,Ratchadaphisek 2 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 2 Toll Plaza,Ratchadaphisek 2 Toll Plaza,2.6,2.6,2.6,2.7,2.7
Chateau In Town Major Ratchayothin 2,Chatuchak,13.8316772,100.5753858,2280,1,8,79.0,0.92,86595,210,7,0.77,1.0,1.1,1.1,1.1,0.35,0.46,0.78,0.85,1.0,0.53,0.71,0.75,0.78,0.84,1,1,1,1,1,0,1,1,0,1,0,0,Lat Phrao Toll Plaza-Inbound,Phahon Yothin,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 2 Toll Plaza,Lat Phrao,Lat Phrao Toll Plaza-Inbound,Phahon Yothin,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 2 Toll Plaza,Lat Phrao,2.7,2.7,2.8,2.8,4.1
Chateau In Town Phahonyothin 32,Chatuchak,13.8346029,100.57944870000001,2348,1,8,207.0,0.81,84054,211,6,0.66,0.66,0.66,0.66,0.66,0.4,0.4,0.4,0.4,0.5,0.22,0.22,0.22,0.22,0.32,1,1,1,1,1,0,1,0,1,0,0,1,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Phahon Yothin,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Ratchadaphisek 1 Toll Plaza,Phahon Yothin,3.2,3.2,3.2,3.2,3.3
Chateau In Town Ratchada 36,Chatuchak,13.821032,100.588484,1532,1,7,79.0,4.0,36667,212,12,1.3,1.3,2.1,2.5,2.5,1.1,1.3,1.4,1.8,1.9,0.42,0.55,0.57,0.76,0.79,1,1,1,1,0,0,0,0,0,1,0,0,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Lat Phrao Toll Plaza-Inbound,Ratchadaphisek 2 Toll Plaza,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Lat Phrao Toll Plaza-Inbound,Ratchadaphisek 2 Toll Plaza,3.2,3.6,3.7,4.2,4.4
Chateau In Town Vibhavadi 30,Chatuchak,13.823278,100.5631512,780,1,8,79.0,2.2,87167,213,7,1.1,1.2,1.2,1.2,1.3,0.67,0.74,0.96,0.96,0.003,0.33,0.42,0.45,0.59,0.71,1,1,1,1,1,0,1,1,0,0,0,0,Lat Phrao Toll Plaza-Inbound,Phahon Yothin,Lat Phrao Toll Plaza-Outbound,Ratchadaphisek 2 Toll Plaza,Chatuchak Park,Lat Phrao Toll Plaza-Inbound,Phahon Yothin,Lat Phrao Toll Plaza-Outbound,Ratchadaphisek 2 Toll Plaza,Chatuchak Park,1.1,1.4,1.4,2.3,2.7
Condare Maneeya,Chatuchak,13.8025742,100.56266049999999,6714,1,5,68.0,1.8,44660,214,26,0.1,0.1,0.82,1.5,1.6,0.78,0.85,1.2,1.3,1.4,0.1,0.47,0.6,0.65,0.76,1,1,1,1,1,0,0,0,0,0,0,0,Sutthisan Toll Plaza,Chatuchak Park,Lat Phrao,Lat Phrao Toll Plaza-Outbound,Mo Chit,Sutthisan Toll Plaza,Chatuchak Park,Lat Phrao,Lat Phrao Toll Plaza-Outbound,Mo Chit,0.83,1.8,1.8,1.8,1.9
Condo One Ladprao 15,Chatuchak,13.808976999999999,100.570525,1235,1,8,76.0,2.8,85894,215,10,0.93,1.3,1.3,1.4,1.8,0.95,1.1,1.2,1.3,1.5,0.28,0.41,0.43,0.46,0.002,1,1,1,1,1,0,1,0,1,1,0,1,Lat Phrao,Ratchadaphisek,Phahon Yothin,Lat Phrao Toll Plaza-Inbound,Lat Phrao Toll Plaza-Outbound,Lat Phrao,Ratchadaphisek,Phahon Yothin,Lat Phrao Toll Plaza-Inbound,Lat Phrao Toll Plaza-Outbound,0.53,1.4,1.7,2.0,2.4
Condo One Ladprao 18,Chatuchak,13.80485,100.5700374,2924,1,9,142.0,2.5,65022,216,10,1.2,1.2,1.4,1.4,1.4,0.39,0.39,0.53,0.53,1.1,0.018,0.018,0.63,0.63,0.67,1,1,1,1,1,0,1,0,0,1,0,1,Lat Phrao,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Ratchadaphisek,Lat Phrao,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Ratchadaphisek,0.8,0.8,1.1,1.1,1.1
Condo One Ladprao Station,Chatuchak,13.807806,100.56970600000001,2340,1,8,123.0,2.7,72754,217,10,0.87,1.1,1.1,1.7,1.7,0.73,0.86,1.1,1.1,1.3,0.26,0.35,0.018,0.41,0.002,1,1,1,1,0,0,1,1,0,0,0,0,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Lat Phrao Toll Plaza-Inbound,Lat Phrao Toll Plaza-Outbound,Lat Phrao,Ratchadaphisek,Ratchadaphisek,Lat Phrao Toll Plaza-Inbound,Lat Phrao Toll Plaza-Outbound,0.47,1.3,1.4,1.9,2.2
Condo U Ratchayothin,Chatuchak,13.834783100000001,100.58085390000001,6176,2,8,394.0,1.0,76898,218,5,0.56,0.86,1.1,1.1,1.6,0.45,0.61,0.83,1.1,1.1,0.43,0.85,0.94,0.96,0.98,1,1,1,1,1,0,1,1,0,1,0,0,Ratchadaphisek 1 Toll Plaza,Phahon Yothin,Ratchadaphisek 2 Toll Plaza,Lat Phrao,Bang Khen Toll Plaza,Ratchadaphisek 1 Toll Plaza,Phahon Yothin,Ratchadaphisek 2 Toll Plaza,Lat Phrao,Bang Khen Toll Plaza,3.4,3.5,3.5,4.4,4.6
